"season","date","team","o_team","payout","adjustor"
2008,2009-01-02,"Mavericks","Seventysixers",-108,-8
2008,2009-01-02,"Hornets","Bucks",-108,6.5
2008,2009-01-02,"Bucks","Hornets",-102,-6.5
2008,2009-01-02,"Clippers","Suns",-101,13
2008,2009-01-02,"Suns","Clippers",-109,-13
2008,2009-01-02,"Pelicans","Trailblazers",-113,-1.5
2008,2009-01-02,"Trailblazers","Pelicans",103,1.5
2008,2009-01-02,"Jazz","Lakers",100,10
2008,2009-01-02,"Lakers","Jazz",-110,-10
2008,2009-01-03,"Bucks","Hornets",-107,1
2008,2009-01-03,"Hornets","Bucks",-103,-1
2008,2009-01-03,"Rockets","Hawks",-103,5.5
2008,2009-01-03,"Hawks","Rockets",-107,-5.5
2008,2009-01-03,"Kings","Pacers",-105,7.5
2008,2009-01-03,"Pacers","Kings",-105,-7.5
2008,2009-01-03,"Nets","Heat",100,8
2008,2009-01-03,"Heat","Nets",-110,-8
2008,2009-01-03,"Timberwolves","Bulls",-105,6.5
2008,2009-01-03,"Bulls","Timberwolves",-105,-6.5
2008,2009-01-03,"Seventysixers","Spurs",-113,9.5
2008,2009-01-03,"Spurs","Seventysixers",103,-9.5
2008,2009-01-03,"Pelicans","Nuggets",103,4
2008,2009-01-03,"Nuggets","Pelicans",-113,-4
2008,2009-01-04,"Magic","Raptors",-113,-7.5
2008,2009-01-04,"Raptors","Magic",103,7.5
2008,2009-01-04,"Cavaliers","Wizards",107,-9
2008,2009-01-04,"Wizards","Cavaliers",-117,9
2008,2009-01-04,"Pistons","Clippers",-105,-6
2008,2009-01-04,"Clippers","Pistons",-105,6
2008,2009-01-04,"Mavericks","Grizzlies",103,-6
2008,2009-01-04,"Grizzlies","Mavericks",-113,6
2008,2009-01-04,"Celtics","Knicks",-109,-10
2008,2009-01-04,"Knicks","Celtics",-101,10
2008,2009-01-04,"Trailblazers","Lakers",-105,11
2008,2009-01-04,"Lakers","Trailblazers",-105,-11
2008,2009-01-05,"Spurs","Heat",-110,-3.5
2008,2009-01-05,"Heat","Spurs",100,3.5
2008,2009-01-05,"Kings","Nets",-103,4.5
2008,2009-01-05,"Nets","Kings",-107,-4.5
2008,2009-01-05,"Raptors","Bucks",-105,8.5
2008,2009-01-05,"Bucks","Raptors",-105,-8.5
2008,2009-01-05,"Warriors","Jazz",-112,10.5
2008,2009-01-05,"Jazz","Warriors",102,-10.5
2008,2009-01-05,"Pacers","Nuggets",-102,9.5
2008,2009-01-05,"Nuggets","Pacers",-108,-9.5
2008,2009-01-06,"Celtics","Hornets",100,-9.5
2008,2009-01-06,"Hornets","Celtics",-110,9.5
2008,2009-01-06,"Rockets","Seventysixers",-107,-3
2008,2009-01-06,"Seventysixers","Rockets",-103,3
2008,2009-01-06,"Timberwolves","Grizzlies",-112,4
2008,2009-01-06,"Grizzlies","Timberwolves",102,-4
2008,2009-01-06,"Knicks","Thunder",-103,-2
2008,2009-01-06,"Thunder","Knicks",-107,2
2008,2009-01-06,"Clippers","Mavericks",-113,12.5
2008,2009-01-06,"Mavericks","Clippers",103,-12.5
2008,2009-01-06,"Kings","Bulls",105,8.5
2008,2009-01-06,"Bulls","Kings",-115,-8.5
2008,2009-01-06,"Pelicans","Lakers",-108,7
2008,2009-01-06,"Lakers","Pelicans",-102,-7
2008,2009-01-07,"Hornets","Cavaliers",-105,14
2008,2009-01-07,"Cavaliers","Hornets",-105,-14
2008,2009-01-07,"Magic","Hawks",105,2
2008,2009-01-07,"Hawks","Magic",-115,-2
2008,2009-01-07,"Raptors","Wizards",107,2.5
2008,2009-01-07,"Wizards","Raptors",-117,-2.5
2008,2009-01-07,"Rockets","Celtics",-104,10
2008,2009-01-07,"Celtics","Rockets",-106,-10
2008,2009-01-07,"Grizzlies","Nets",-109,4.5
2008,2009-01-07,"Nets","Grizzlies",-101,-4.5
2008,2009-01-07,"Seventysixers","Bucks",-110,7.5
2008,2009-01-07,"Bucks","Seventysixers",100,-7.5
2008,2009-01-07,"Thunder","Timberwolves",-104,5.5
2008,2009-01-07,"Timberwolves","Thunder",-106,-5.5
2008,2009-01-07,"Pacers","Suns",-120,9
2008,2009-01-07,"Suns","Pacers",110,-9
2008,2009-01-07,"Heat","Nuggets",100,5.5
2008,2009-01-07,"Nuggets","Heat",-110,-5.5
2008,2009-01-07,"Pelicans","Jazz",-115,4.5
2008,2009-01-07,"Jazz","Pelicans",105,-4.5
2008,2009-01-07,"Pistons","Trailblazers",-103,2.5
2008,2009-01-07,"Trailblazers","Pistons",-107,-2.5
2008,2009-01-07,"Lakers","Warriors",-104,-9
2008,2009-01-07,"Warriors","Lakers",-106,9
2008,2009-01-08,"Clippers","Spurs",100,13
2008,2009-01-08,"Spurs","Clippers",-110,-13
2008,2009-01-08,"Knicks","Mavericks",103,8
2008,2009-01-08,"Mavericks","Knicks",-113,-8
2008,2009-01-09,"Grizzlies","Raptors",-102,5.5
2008,2009-01-09,"Raptors","Grizzlies",-108,-5.5
2008,2009-01-09,"Hawks","Magic",-102,5
2008,2009-01-09,"Magic","Hawks",-108,-5
2008,2009-01-09,"Hornets","Seventysixers",-105,5.5
2008,2009-01-09,"Seventysixers","Hornets",-105,-5.5
2008,2009-01-09,"Celtics","Cavaliers",106,4
2008,2009-01-09,"Cavaliers","Celtics",-116,-4
2008,2009-01-09,"Rockets","Thunder",-102,-6.5
2008,2009-01-09,"Thunder","Rockets",-108,6.5
2008,2009-01-09,"Clippers","Pelicans",-101,15.5
2008,2009-01-09,"Pelicans","Clippers",-109,-15.5
2008,2009-01-09,"Nets","Bucks",105,7
2008,2009-01-09,"Bucks","Nets",-115,-7
2008,2009-01-09,"Wizards","Bulls",-107,4.5
2008,2009-01-09,"Bulls","Wizards",-103,-4.5
2008,2009-01-09,"Pistons","Nuggets",-102,4.5
2008,2009-01-09,"Nuggets","Pistons",-108,-4.5
2008,2009-01-09,"Heat","Kings",-101,-3
2008,2009-01-09,"Kings","Heat",-109,3
2008,2009-01-09,"Pacers","Lakers",-105,14.5
2008,2009-01-09,"Lakers","Pacers",-105,-14.5
2008,2009-01-09,"Mavericks","Suns",102,7
2008,2009-01-09,"Suns","Mavericks",-112,-7
2008,2009-01-10,"Hornets","Wizards",-103,4
2008,2009-01-10,"Wizards","Hornets",-107,-4
2008,2009-01-10,"Bucks","Timberwolves",-107,2
2008,2009-01-10,"Timberwolves","Bucks",-103,-2
2008,2009-01-10,"Knicks","Rockets",-113,5.5
2008,2009-01-10,"Rockets","Knicks",103,-5.5
2008,2009-01-10,"Thunder","Bulls",-103,8.5
2008,2009-01-10,"Bulls","Thunder",-107,-8.5
2008,2009-01-10,"Pistons","Jazz",-115,8.5
2008,2009-01-10,"Jazz","Pistons",105,-8.5
2008,2009-01-10,"Warriors","Trailblazers",-103,12
2008,2009-01-10,"Trailblazers","Warriors",-107,-12
2008,2009-01-11,"Celtics","Raptors",106,-5.5
2008,2009-01-11,"Raptors","Celtics",-116,5.5
2008,2009-01-11,"Seventysixers","Hawks",101,5.5
2008,2009-01-11,"Hawks","Seventysixers",-111,-5.5
2008,2009-01-11,"Suns","Clippers",-109,-9
2008,2009-01-11,"Clippers","Suns",-101,9
2008,2009-01-11,"Magic","Spurs",-107,3
2008,2009-01-11,"Spurs","Magic",-103,-3
2008,2009-01-11,"Pacers","Warriors",-108,-1.5
2008,2009-01-11,"Warriors","Pacers",-102,1.5
2008,2009-01-11,"Mavericks","Kings",-101,-2.5
2008,2009-01-11,"Kings","Mavericks",-109,2.5
2008,2009-01-11,"Heat","Lakers",-110,11
2008,2009-01-11,"Lakers","Heat",100,-11
2008,2009-01-12,"Bucks","Wizards",100,-3
2008,2009-01-12,"Wizards","Bucks",-110,3
2008,2009-01-12,"Raptors","Celtics",-115,10
2008,2009-01-12,"Celtics","Raptors",105,-10
2008,2009-01-12,"Thunder","Nets",-113,7
2008,2009-01-12,"Nets","Thunder",103,-7
2008,2009-01-12,"Knicks","Pelicans",-102,11.5
2008,2009-01-12,"Pelicans","Knicks",-108,-11.5
2008,2009-01-12,"Trailblazers","Bulls",105,-2
2008,2009-01-12,"Bulls","Trailblazers",-115,2
2008,2009-01-12,"Pacers","Jazz",-114,10
2008,2009-01-12,"Jazz","Pacers",104,-10
2008,2009-01-13,"Hornets","Pistons",-101,7
2008,2009-01-13,"Pistons","Hornets",-109,-7
2008,2009-01-13,"Cavaliers","Grizzlies",-105,-8
2008,2009-01-13,"Grizzlies","Cavaliers",-105,8
2008,2009-01-13,"Heat","Timberwolves",102,-1
2008,2009-01-13,"Timberwolves","Heat",-112,1
2008,2009-01-13,"Lakers","Rockets",-106,-4
2008,2009-01-13,"Rockets","Lakers",-104,4
2008,2009-01-13,"Hawks","Suns",100,7.5
2008,2009-01-13,"Suns","Hawks",-110,-7.5
2008,2009-01-13,"Mavericks","Nuggets",-104,6
2008,2009-01-13,"Nuggets","Mavericks",-106,-6
2008,2009-01-13,"Magic","Kings",-103,-7
2008,2009-01-13,"Kings","Magic",-107,7
2008,2009-01-14,"Bulls","Raptors",-103,4.5
2008,2009-01-14,"Raptors","Bulls",-107,-4.5
2008,2009-01-14,"Pistons","Pacers",101,2
2008,2009-01-14,"Pacers","Pistons",-111,-2
2008,2009-01-14,"Trailblazers","Seventysixers",-102,-2
2008,2009-01-14,"Seventysixers","Trailblazers",-108,2
2008,2009-01-14,"Nets","Celtics",-109,9.5
2008,2009-01-14,"Celtics","Nets",-101,-9.5
2008,2009-01-14,"Wizards","Knicks",-104,4.5
2008,2009-01-14,"Knicks","Wizards",-106,-4.5
2008,2009-01-14,"Jazz","Thunder",108,-5.5
2008,2009-01-14,"Thunder","Jazz",-118,5.5
2008,2009-01-14,"Heat","Bucks",-104,6
2008,2009-01-14,"Bucks","Heat",-106,-6
2008,2009-01-14,"Pelicans","Mavericks",-110,-4
2008,2009-01-14,"Mavericks","Pelicans",100,4
2008,2009-01-14,"Lakers","Spurs",-109,3
2008,2009-01-14,"Spurs","Lakers",-101,-3
2008,2009-01-14,"Kings","Warriors",108,5
2008,2009-01-14,"Warriors","Kings",-118,-5
2008,2009-01-14,"Hawks","Clippers",-104,-4
2008,2009-01-14,"Clippers","Hawks",-106,4
2008,2009-01-15,"Trailblazers","Nets",-115,-2
2008,2009-01-15,"Nets","Trailblazers",105,2
2008,2009-01-15,"Cavaliers","Bulls",-108,-7.5
2008,2009-01-15,"Bulls","Cavaliers",-102,7.5
2008,2009-01-16,"Knicks","Wizards",102,3.5
2008,2009-01-16,"Wizards","Knicks",-112,-3.5
2008,2009-01-16,"Raptors","Pacers",108,4.5
2008,2009-01-16,"Pacers","Raptors",-118,-4.5
2008,2009-01-16,"Spurs","Seventysixers",-104,-2.5
2008,2009-01-16,"Seventysixers","Spurs",-106,2.5
2008,2009-01-16,"Pistons","Thunder",-101,-4.5
2008,2009-01-16,"Thunder","Pistons",-109,4.5
2008,2009-01-16,"Jazz","Grizzlies",100,-4.5
2008,2009-01-16,"Grizzlies","Jazz",-110,4.5
2008,2009-01-16,"Pelicans","Cavaliers",101,2.5
2008,2009-01-16,"Cavaliers","Pelicans",-111,-2.5
2008,2009-01-16,"Timberwolves","Suns",-106,8
2008,2009-01-16,"Suns","Timberwolves",-104,-8
2008,2009-01-16,"Bucks","Kings",-112,1
2008,2009-01-16,"Kings","Bucks",102,-1
2008,2009-01-16,"Magic","Lakers",-106,4.5
2008,2009-01-16,"Lakers","Magic",-104,-4.5
2008,2009-01-16,"Hawks","Warriors",103,-2
2008,2009-01-16,"Warriors","Hawks",-113,2
2008,2009-01-17,"Celtics","Nets",-107,-6.5
2008,2009-01-17,"Nets","Celtics",-103,6.5
2008,2009-01-17,"Trailblazers","Hornets",-110,-2.5
2008,2009-01-17,"Hornets","Trailblazers",100,2.5
2008,2009-01-17,"Pelicans","Pistons",-105,-2.5
2008,2009-01-17,"Pistons","Pelicans",-105,2.5
2008,2009-01-17,"Seventysixers","Knicks",-106,-2
2008,2009-01-17,"Knicks","Seventysixers",-104,2
2008,2009-01-17,"Spurs","Bulls",102,-3.5
2008,2009-01-17,"Bulls","Spurs",-112,3.5
2008,2009-01-17,"Heat","Rockets",-107,3.5
2008,2009-01-17,"Rockets","Heat",-103,-3.5
2008,2009-01-17,"Magic","Nuggets",-103,1.5
2008,2009-01-17,"Nuggets","Magic",-107,-1.5
2008,2009-01-17,"Jazz","Mavericks",100,5
2008,2009-01-17,"Mavericks","Jazz",-110,-5
2008,2009-01-17,"Bucks","Clippers",-104,-3
2008,2009-01-17,"Clippers","Bucks",-106,3
2008,2009-01-18,"Suns","Raptors",-102,-4
2008,2009-01-18,"Raptors","Suns",-108,4
2008,2009-01-18,"Heat","Thunder",101,1
2008,2009-01-18,"Thunder","Heat",-111,-1
2008,2009-01-19,"Mavericks","Seventysixers",-103,3.5
2008,2009-01-19,"Seventysixers","Mavericks",-107,-3.5
2008,2009-01-19,"Bulls","Knicks",-101,1.5
2008,2009-01-19,"Knicks","Bulls",-109,-1.5
2008,2009-01-19,"Spurs","Hornets",-107,-5
2008,2009-01-19,"Hornets","Spurs",-103,5
2008,2009-01-19,"Raptors","Hawks",-101,7.5
2008,2009-01-19,"Hawks","Raptors",-109,-7.5
2008,2009-01-19,"Nuggets","Rockets",-103,2.5
2008,2009-01-19,"Rockets","Nuggets",-107,-2.5
2008,2009-01-19,"Pacers","Pelicans",101,6.5
2008,2009-01-19,"Pelicans","Pacers",-111,-6.5
2008,2009-01-19,"Timberwolves","Clippers",-117,-6.5
2008,2009-01-19,"Clippers","Timberwolves",107,6.5
2008,2009-01-19,"Wizards","Warriors",-102,4.5
2008,2009-01-19,"Warriors","Wizards",-108,-4.5
2008,2009-01-19,"Pistons","Grizzlies",-104,-4
2008,2009-01-19,"Grizzlies","Pistons",-106,4
2008,2009-01-19,"Suns","Celtics",-115,8.5
2008,2009-01-19,"Celtics","Suns",105,-8.5
2008,2009-01-19,"Bucks","Trailblazers",-109,6.5
2008,2009-01-19,"Trailblazers","Bucks",-101,-6.5
2008,2009-01-19,"Cavaliers","Lakers",101,5
2008,2009-01-19,"Lakers","Cavaliers",-111,-5
2008,2009-01-20,"Hawks","Bulls",102,4.5
2008,2009-01-20,"Bulls","Hawks",-112,-4.5
2008,2009-01-20,"Pacers","Spurs",-103,7.5
2008,2009-01-20,"Spurs","Pacers",-107,-7.5
2008,2009-01-20,"Timberwolves","Jazz",-103,8.5
2008,2009-01-20,"Jazz","Timberwolves",-107,-8.5
2008,2009-01-20,"Kings","Nuggets",-105,9
2008,2009-01-20,"Nuggets","Kings",-105,-9
2008,2009-01-21,"Grizzlies","Hornets",-102,6
2008,2009-01-21,"Hornets","Grizzlies",-108,-6
2008,2009-01-21,"Celtics","Heat",102,-5.5
2008,2009-01-21,"Heat","Celtics",-112,5.5
2008,2009-01-21,"Raptors","Pistons",-107,5.5
2008,2009-01-21,"Pistons","Raptors",-103,-5.5
2008,2009-01-21,"Suns","Knicks",-108,-6
2008,2009-01-21,"Knicks","Suns",-102,6
2008,2009-01-21,"Mavericks","Bucks",-102,-1
2008,2009-01-21,"Bucks","Mavericks",-108,1
2008,2009-01-21,"Nets","Pelicans",-115,5
2008,2009-01-21,"Pelicans","Nets",105,-5
2008,2009-01-21,"Jazz","Rockets",-103,5.5
2008,2009-01-21,"Rockets","Jazz",-107,-5.5
2008,2009-01-21,"Cavaliers","Trailblazers",-107,1
2008,2009-01-21,"Trailblazers","Cavaliers",-103,-1
2008,2009-01-21,"Wizards","Kings",-105,2.5
2008,2009-01-21,"Kings","Wizards",-105,-2.5
2008,2009-01-21,"Lakers","Clippers",-102,-16
2008,2009-01-21,"Clippers","Lakers",-108,16
2008,2009-01-21,"Thunder","Warriors",-106,6
2008,2009-01-21,"Warriors","Thunder",-104,-6
2008,2009-01-22,"Celtics","Magic",101,4.5
2008,2009-01-22,"Magic","Celtics",-109,-4.5
2008,2009-01-22,"Wizards","Lakers",-110,14
2008,2009-01-22,"Lakers","Wizards",102,-14
2008,2009-01-23,"Suns","Hornets",-102,-4
2008,2009-01-23,"Hornets","Suns",-108,4
2008,2009-01-23,"Mavericks","Pistons",-102,3.5
2008,2009-01-23,"Pistons","Mavericks",-108,-3.5
2008,2009-01-23,"Rockets","Pacers",101,-1
2008,2009-01-23,"Pacers","Rockets",-111,1
2008,2009-01-23,"Bucks","Hawks",-105,5.5
2008,2009-01-23,"Hawks","Bucks",-105,-5.5
2008,2009-01-23,"Grizzlies","Knicks",-106,5.5
2008,2009-01-23,"Knicks","Grizzlies",-104,-5.5
2008,2009-01-23,"Pelicans","Timberwolves",-103,1
2008,2009-01-23,"Timberwolves","Pelicans",-107,-1
2008,2009-01-23,"Nets","Spurs",-115,11.5
2008,2009-01-23,"Spurs","Nets",105,-11.5
2008,2009-01-23,"Raptors","Bulls",-106,2
2008,2009-01-23,"Bulls","Raptors",-104,-2
2008,2009-01-23,"Cavaliers","Warriors",-103,-6
2008,2009-01-23,"Warriors","Cavaliers",-107,6
2008,2009-01-23,"Thunder","Clippers",-110,-3.5
2008,2009-01-23,"Clippers","Thunder",100,3.5
2008,2009-01-24,"Knicks","Seventysixers",-108,7.5
2008,2009-01-24,"Seventysixers","Knicks",-102,-7.5
2008,2009-01-24,"Magic","Heat",-102,-7.5
2008,2009-01-24,"Heat","Magic",-108,7.5
2008,2009-01-24,"Nets","Grizzlies",-105,-1
2008,2009-01-24,"Grizzlies","Nets",-105,1
2008,2009-01-24,"Kings","Bucks",-106,7
2008,2009-01-24,"Bucks","Kings",-104,-7
2008,2009-01-24,"Cavaliers","Jazz",102,3
2008,2009-01-24,"Jazz","Cavaliers",-112,-3
2008,2009-01-24,"Wizards","Trailblazers",-103,9.5
2008,2009-01-24,"Trailblazers","Wizards",-107,-9.5
2008,2009-01-25,"Mavericks","Celtics",-108,9
2008,2009-01-25,"Celtics","Mavericks",-102,-9
2008,2009-01-25,"Spurs","Lakers",-107,7.5
2008,2009-01-25,"Lakers","Spurs",-103,-7.5
2008,2009-01-25,"Suns","Hawks",100,4
2008,2009-01-25,"Hawks","Suns",-110,-4
2008,2009-01-25,"Kings","Raptors",-106,9
2008,2009-01-25,"Raptors","Kings",-104,-9
2008,2009-01-25,"Rockets","Pistons",102,3
2008,2009-01-25,"Pistons","Rockets",-112,-3
2008,2009-01-25,"Hornets","Pacers",-105,5
2008,2009-01-25,"Pacers","Hornets",-105,-5
2008,2009-01-25,"Bulls","Timberwolves",-112,4.5
2008,2009-01-25,"Timberwolves","Bulls",102,-4.5
2008,2009-01-25,"Jazz","Nuggets",-111,8
2008,2009-01-25,"Nuggets","Jazz",101,-8
2008,2009-01-25,"Clippers","Warriors",-103,10.5
2008,2009-01-25,"Warriors","Clippers",-107,-10.5
2008,2009-01-26,"Suns","Wizards",-105,-4.5
2008,2009-01-26,"Wizards","Suns",-105,4.5
2008,2009-01-26,"Rockets","Knicks",-102,1
2008,2009-01-26,"Knicks","Rockets",-108,-1
2008,2009-01-26,"Hawks","Heat",-101,3
2008,2009-01-26,"Heat","Hawks",-109,-3
2008,2009-01-26,"Nets","Thunder",103,1.5
2008,2009-01-26,"Thunder","Nets",-113,-1.5
2008,2009-01-26,"Timberwolves","Bucks",-102,3.5
2008,2009-01-26,"Bucks","Timberwolves",-108,-3.5
2008,2009-01-26,"Seventysixers","Pelicans",-109,3
2008,2009-01-26,"Pelicans","Seventysixers",-101,-3
2008,2009-01-26,"Trailblazers","Clippers",-104,-10.5
2008,2009-01-26,"Clippers","Trailblazers",-106,10.5
2008,2009-01-27,"Pacers","Magic",-108,9
2008,2009-01-27,"Magic","Pacers",-102,-9
2008,2009-01-27,"Kings","Cavaliers",-102,13.5
2008,2009-01-27,"Cavaliers","Kings",-108,-13.5
2008,2009-01-27,"Nuggets","Grizzlies",107,-6.5
2008,2009-01-27,"Grizzlies","Nuggets",-117,6.5
2008,2009-01-27,"Spurs","Jazz",100,-1
2008,2009-01-27,"Jazz","Spurs",-110,1
2008,2009-01-27,"Hornets","Lakers",-107,11
2008,2009-01-27,"Lakers","Hornets",-103,-11
2008,2009-01-28,"Bucks","Pacers",-102,5.5
2008,2009-01-28,"Pacers","Bucks",-108,-5.5
2008,2009-01-28,"Kings","Celtics",-108,17
2008,2009-01-28,"Celtics","Kings",-102,-17
2008,2009-01-28,"Wizards","Heat",-107,8.5
2008,2009-01-28,"Heat","Wizards",-103,-8.5
2008,2009-01-28,"Raptors","Nets",-110,-2
2008,2009-01-28,"Nets","Raptors",100,2
2008,2009-01-28,"Nuggets","Pelicans",102,4
2008,2009-01-28,"Pelicans","Nuggets",-112,-4
2008,2009-01-28,"Pistons","Timberwolves",-113,-1
2008,2009-01-28,"Timberwolves","Pistons",103,1
2008,2009-01-28,"Seventysixers","Rockets",-111,5
2008,2009-01-28,"Rockets","Seventysixers",101,-5
2008,2009-01-28,"Warriors","Mavericks",-109,7
2008,2009-01-28,"Mavericks","Warriors",-101,-7
2008,2009-01-28,"Hornets","Trailblazers",102,11.5
2008,2009-01-28,"Trailblazers","Hornets",-112,-11.5
2008,2009-01-28,"Bulls","Clippers",100,-3
2008,2009-01-28,"Clippers","Bulls",-110,3
2008,2009-01-29,"Cavaliers","Magic",-105,5
2008,2009-01-29,"Magic","Cavaliers",-105,-5
2008,2009-01-29,"Spurs","Suns",-101,1.5
2008,2009-01-29,"Suns","Spurs",-109,-1.5
2008,2009-01-30,"Wizards","Seventysixers",-102,10
2008,2009-01-30,"Seventysixers","Wizards",-108,-10
2008,2009-01-30,"Bucks","Raptors",-103,7
2008,2009-01-30,"Raptors","Bucks",-107,-7
2008,2009-01-30,"Celtics","Pistons",-107,-5.5
2008,2009-01-30,"Pistons","Celtics",-103,5.5
2008,2009-01-30,"Heat","Pacers",102,4
2008,2009-01-30,"Pacers","Heat",-112,-4
2008,2009-01-30,"Nets","Hawks",100,7
2008,2009-01-30,"Hawks","Nets",-110,-7
2008,2009-01-30,"Clippers","Cavaliers",-112,15
2008,2009-01-30,"Cavaliers","Clippers",102,-15
2008,2009-01-30,"Lakers","Timberwolves",-102,-6.5
2008,2009-01-30,"Timberwolves","Lakers",-108,6.5
2008,2009-01-30,"Thunder","Jazz",-105,10
2008,2009-01-30,"Jazz","Thunder",-105,-10
2008,2009-01-30,"Hornets","Nuggets",-105,10
2008,2009-01-30,"Nuggets","Hornets",-105,-10
2008,2009-01-30,"Warriors","Pelicans",-108,8.5
2008,2009-01-30,"Pelicans","Warriors",-102,-8.5
2008,2009-01-30,"Bulls","Kings",-102,-1
2008,2009-01-30,"Kings","Bulls",-108,1
2008,2009-01-31,"Knicks","Pacers",-111,4
2008,2009-01-31,"Pacers","Knicks",101,-4
2008,2009-01-31,"Nets","Seventysixers",-105,8
2008,2009-01-31,"Seventysixers","Nets",-105,-8
2008,2009-01-31,"Mavericks","Heat",101,-2
2008,2009-01-31,"Heat","Mavericks",-111,2
2008,2009-01-31,"Clippers","Wizards",-104,4
2008,2009-01-31,"Wizards","Clippers",-106,-4
2008,2009-01-31,"Lakers","Grizzlies",-104,-10.5
2008,2009-01-31,"Grizzlies","Lakers",-106,10.5
2008,2009-01-31,"Pelicans","Spurs",103,7.5
2008,2009-01-31,"Spurs","Pelicans",-113,-7.5
2008,2009-01-31,"Hawks","Bucks",-110,1.5
2008,2009-01-31,"Bucks","Hawks",100,-1.5
2008,2009-01-31,"Bulls","Suns",-102,9
2008,2009-01-31,"Suns","Bulls",-108,-9
2008,2009-01-31,"Jazz","Trailblazers",102,9
2008,2009-01-31,"Trailblazers","Jazz",-112,-9
2008,2009-02-01,"Magic","Raptors",-105,-6
2008,2009-02-01,"Raptors","Magic",-105,6
2008,2009-02-01,"Timberwolves","Celtics",-118,12
2008,2009-02-01,"Celtics","Timberwolves",108,-12
2008,2009-02-01,"Cavaliers","Pistons",-104,-4.5
2008,2009-02-01,"Pistons","Cavaliers",-106,4.5
2008,2009-02-01,"Thunder","Kings",107,2
2008,2009-02-01,"Kings","Thunder",-117,-2
2008,2009-02-02,"Mavericks","Magic",-103,7.5
2008,2009-02-02,"Magic","Mavericks",-107,-7.5
2008,2009-02-02,"Grizzlies","Wizards",-103,4.5
2008,2009-02-02,"Wizards","Grizzlies",-107,-4.5
2008,2009-02-02,"Lakers","Knicks",-110,-5.5
2008,2009-02-02,"Knicks","Lakers",100,5.5
2008,2009-02-02,"Clippers","Heat",-106,9.5
2008,2009-02-02,"Heat","Clippers",-104,-9.5
2008,2009-02-02,"Trailblazers","Pelicans",-105,3
2008,2009-02-02,"Pelicans","Trailblazers",-105,-3
2008,2009-02-02,"Kings","Suns",-102,15.5
2008,2009-02-02,"Suns","Kings",-108,-15.5
2008,2009-02-02,"Hornets","Jazz",-104,7
2008,2009-02-02,"Jazz","Hornets",-106,-7
2008,2009-02-02,"Spurs","Warriors",-107,-5
2008,2009-02-02,"Warriors","Spurs",-103,5
2008,2009-02-03,"Raptors","Cavaliers",100,10
2008,2009-02-03,"Cavaliers","Raptors",-110,-10
2008,2009-02-03,"Timberwolves","Pacers",-103,4.5
2008,2009-02-03,"Pacers","Timberwolves",-107,-4.5
2008,2009-02-03,"Celtics","Seventysixers",-107,-3
2008,2009-02-03,"Seventysixers","Celtics",-103,3
2008,2009-02-03,"Bucks","Nets",100,4.5
2008,2009-02-03,"Nets","Bucks",-110,-4.5
2008,2009-02-03,"Bulls","Rockets",-105,7
2008,2009-02-03,"Rockets","Bulls",-105,-7
2008,2009-02-03,"Spurs","Nuggets",100,12
2008,2009-02-03,"Nuggets","Spurs",-110,-12
2008,2009-02-04,"Lakers","Raptors",-105,-7.5
2008,2009-02-04,"Raptors","Lakers",-105,7.5
2008,2009-02-04,"Clippers","Magic",-104,13
2008,2009-02-04,"Magic","Clippers",-106,-13
2008,2009-02-04,"Nets","Wizards",-111,-1
2008,2009-02-04,"Wizards","Nets",101,1
2008,2009-02-04,"Cavaliers","Knicks",103,-5.5
2008,2009-02-04,"Knicks","Cavaliers",-113,5.5
2008,2009-02-04,"Heat","Pistons",-107,4.5
2008,2009-02-04,"Pistons","Heat",-103,-4.5
2008,2009-02-04,"Rockets","Grizzlies",105,-6
2008,2009-02-04,"Grizzlies","Rockets",-115,6
2008,2009-02-04,"Nuggets","Thunder",106,-1
2008,2009-02-04,"Thunder","Nuggets",-116,1
2008,2009-02-04,"Hawks","Timberwolves",-101,2
2008,2009-02-04,"Timberwolves","Hawks",-109,-2
2008,2009-02-04,"Bulls","Pelicans",-108,1.5
2008,2009-02-04,"Pelicans","Bulls",-102,-1.5
2008,2009-02-04,"Trailblazers","Mavericks",-101,3.5
2008,2009-02-04,"Mavericks","Trailblazers",-109,-3.5
2008,2009-02-04,"Suns","Warriors",105,-4
2008,2009-02-04,"Warriors","Suns",-115,4
2008,2009-02-05,"Pacers","Seventysixers",101,5
2008,2009-02-05,"Seventysixers","Pacers",-111,-5
2008,2009-02-05,"Lakers","Celtics",-110,7
2008,2009-02-05,"Celtics","Lakers",100,-7
2008,2009-02-05,"Mavericks","Jazz",-105,3.5
2008,2009-02-05,"Jazz","Mavericks",-105,-3.5
2008,2009-02-06,"Hawks","Hornets",-103,1
2008,2009-02-06,"Hornets","Hawks",-107,-1
2008,2009-02-06,"Magic","Pacers",105,-6.5
2008,2009-02-06,"Pacers","Magic",-115,6.5
2008,2009-02-06,"Celtics","Knicks",-105,-6.5
2008,2009-02-06,"Knicks","Celtics",-105,6.5
2008,2009-02-06,"Clippers","Grizzlies",-112,4
2008,2009-02-06,"Grizzlies","Clippers",102,-4
2008,2009-02-06,"Trailblazers","Thunder",103,-6
2008,2009-02-06,"Thunder","Trailblazers",-113,6
2008,2009-02-06,"Nuggets","Wizards",-104,-8
2008,2009-02-06,"Wizards","Nuggets",-106,8
2008,2009-02-06,"Raptors","Pelicans",-113,2
